label,text
drama,"Shashi Godbole (Sridevi) is a homemaker who makes and sells laddoos as a home-run business. Her husband Satish (Adil Hussain) and daughter Sapna (Navika Kotia) take her for granted, mock her poor English skills, and generally treat her with disrespect, making Shashi feel negative and insecure. However, her young son, Sagar (Shivansh Kotia) loves her as she is, and her mother-in-law (Sulabha Deshpande) offers her words of sympathy.
Shashi's older sister Manu (Sujatha Kumar), who lives in New York, invites Shashi's family to her daughter Meera's (Neeju Sodhi) wedding to Kevin (Ross Nathan). It is decided that Shashi will go to New York alone five weeks before the wedding to help Manu organize. Her husband and children will join her as the wedding approaches. During her flight to New York, Shashi is given inspirational advice by a fellow passenger (Amitabh Bachchan in Hindi/Ajith Kumar in Tamil). While Shashi is in New York, she has a traumatic experience at a coffee shop due to her inability to communicate in English. She is comforted by a French chef Laurent (Mehdi Nebbou) who happened to be queuing up behind her at the cafe.
Using the money she made from selling laddoos, she secretly enrolls in a conversational English class that offers to teach the language in four weeks, showing her resourcefulness at navigating an unfamiliar city alone. The class comprises David Fischer, the instructor (Cory Hibbs); Eva, a Mexican nanny (Ruth Aguilar); Salman Khan, a Pakistani cab driver (Sumeet Vyas); Yu Son, a Chinese hairstylist (Maria Romano); Ramamurthy, a Tamil software engineer (Rajeev Ravindranathan); Udumbke, a young African-Caribbean man (Damian Thompson); and Laurent. Shashi quickly becomes a promising and committed student, earns everyone's respect with her charming behavior and her cuisine, and gains self-confidence. Laurent becomes attracted to Shashi. When he tries to kiss her at the rooftop of a building, Shashi rejects him and runs off, but fails to explain that she is married.
Meanwhile, Shashi's niece Radha (Priya Anand) who is Meera's younger sister finds out about her secret English classes and is supportive of her pursuit. Shashi starts watching English films at night and does her homework assiduously. To complete the English-speaking course and get a certificate, each student must write and deliver a five-minute speech. Shashi's family joins her in New York earlier than planned, to surprise her. Shashi tries to continue attending class but decides to quit because of scheduling conflicts; she asks Radha to inform Fischer. The test date coincides with that of the wedding, and Shashi is forced to miss the test.
Radha invites Fischer and the entire class to the wedding, where Satish is taken aback at being introduced to a diverse group of people by his wife. Shashi gives a touching and enlightening toast to the married couple in English, surprising everyone who knew her as a typical, conservative, Indian homemaker. In her speech, Shashi extols the virtues being married and having a family, describing the family as a safe space of love and respect where weaknesses are not mocked. Satish and Sapna regret treating her with disrespect. Fischer declares that she has passed the course with distinction and issues her the certificate. Shashi thanks Laurent for making her feel better about herself. Shashi's family return to India; during their flight home, Shashi asks the flight attendant in fluent English whether she has any Hindi newspapers."
comedy,"In New York City, high-strung equity trader Joy Ellis McNally is dumped by her fiancé at a surprise birthday party she throws for him. At the same time, easy-going carpenter Jack Fuller is fired from his job by his father, Jack, Sr. Both become emotionally distraught and, with best friends Toni ""Tipper"", a bartender, and Jeff ""Hater"", a lawyer, take a debauched trip to Las Vegas.
Joy and Jack meet by chance when they are given the same hotel room because of a computer error. After clearing up the misunderstanding and receiving upgraded rooms and coupons to various clubs, they party and drink together and end up getting married. The next morning, they realize it was a mistake and decide to divorce.
Before they do so, Jack uses a quarter Joy gives him in a slot machine. He hits a three million dollar jackpot and Joy reminds Jack that they are married and hence, she is entitled to half of the money. The couple return to New York, where they attempt to divorce. The judge declares that the couple cannot divorce until they attempt to co-exist for six months, while attending weekly sessions with Dr. Twitchell, a marriage counselor. If they work at the marriage but still want to divorce after six months, each will be permitted to keep half the winnings. If either party does not cooperate, the money will be tied up in litigation by the judge.
The newlyweds devise more and more cunning schemes to undermine each other, such as Jack telling Joy that their counseling session is canceled to prove she's not committed, and Joy inviting girls to their apartment to try to get Jack to cheat on her, throwing a party where Jack's friend Dave shows up. Jack gives Joy's ex-fiancé, Mason, her engagement ring back without Joy knowing. At Joy's job retreat, Jack and Joy find themselves developing an unexpected attraction to one another, and they soon realize that being with each other has brought out the best in both of them.
After they get back from the retreat, it's time for the judge to decide what happens to the money. On her way to the hearing, Joy sees her ex-fiancé Mason, and he tells her that he wants her back. He gives her back the engagement ring and tells her that she is good enough for him. Joy realizes that Jack set her up to get back with him, therefore cheating on him and letting Jack keep the money. Joy walks away from Mason and goes to the hearing. At the hearing, their marriage counselor testifies that the couple truly tried to work on their marriage. The judge decides that they will split the remaining 1.4 million dollars (after taxes, bills Joy ran up, and money Jack spent on his new woodworking business). Joy tells the judge she doesn't want any money and gives the engagement ring to Jack, telling him she officially doesn't want anything from him. Jack realizes she knows that he talked to Mason.
Joy gets the promotion she'd been working for, but tells her boss she would rather be happy doing nothing than doing something she hates and being miserable. Jack talks to his parents and they tell him it looks like he and Joy are in love. Realizing his mistake, he goes to find her. Tipper tells Jack that she quit her job and that nobody knows where she is. He has a suspicion that she has gone to a beach (Fire Island, New York) that she told him about, the only place that makes her feel truly happy. Jack asks her to be his wife (again) and she says yes. As the two embrace, Joy says that she quit her job and has no idea what she's going to do. Jack reminds her that they have a lot of money between them. Joy states that they hit the jackpot, to which Jack replies that he certainly did (referring to both the money and to Joy).
During the credits, we see Tipper and Hater on the day Jack and Joy get married. Tipper and Hater subsequently enact a plan of revenge on Mason, devised by Tipper earlier in the film. Tipper and Hater ring Mason's doorbell, and when he answers, Tipper slugs him in his testicles. He moans in agony and drops to his knees asking ""Why?"", and she responds emphatically ""You know why!"", and Tipper leaves with Hater.[1]
Post-credits, Dave is telling Hater about a party that evening, but Hater no longer wants to associate with Dave, citing Jack as being ""the glue"" that held the two of them together as friends. With that, Hater simply leaves. Dave asks a random guy on the street if he likes to party."
drama,"Sci-fiction author Sakutaro Makimura spends his days giving life to his daydreams, and enjoys a peaceful relationship with his wife Setsuko. One day, Setsuko is struck with stomach pains, and is later diagnosed with bowel cancer and given one year to live. After being told by her doctors that laughter boosts the body's immune system, Sakutaro decides to write one short story for his wife every day."
comedy,"Following church choir in 1946 East London, Joe Kirby (Harry Fowler) reads aloud to his gang (The Blood and Thunder Boys) from the Trump boys' comic, but finds a page missing. He then buys a copy so he can follow the adventures of fictional detective Selwyn Pike. While reading one part of the latest story, Joe finds the comic adventure being repeated exactly in real life when he comes across two men carrying a crate (Joe thinks they contain corpses) into Mr Jago’s fur shop. Even the truck number plate - GZ 4216 - matches the comic.
Joe gets a friend to distract Jago so he can search the crates. Jago catches Joe and calls the police but he does not press charges. A policeman, Inspector Ford, tells Joe to stop letting his imagination run wild. Ford sends Joe to meet a Covent Garden grocer, Nightingale (Jack Warner), for a job. Nightingale likes Joe's stories.
Later, in a hideout in a bombed-out building, Joe friends tease him about the incident, until another boy says he saw a truck with GZ 4216 plate that morning. Joe says he thinks criminals are planning jobs via the Trump. To find out more they visit the comic’s writer, Felix Wilkinson (Alastair Sim). Joe and Alec find Wilkinson’s house, find out the comic's editions are being manipulated and tell Wilkinson. He sees the criminals are using the codes from the comic to communicate their plans but, fearful of the gang, Wilkinson refuses to aid the boys.
Joe tells the police but nobody listens so he visits the offices of the Trump. Here Joe meets Norman and together they work out the code from the next issue - 'Tattoo Jack's’ plan to rob an Oxford Street department store. At the store, Joe’s gang think they have overpowered the thieves but it is really the police, who have been tipped off anonymously. The kids scarper down a manhole.
Norman then tells the kids about Rhona Davis (Valerie White) who also works at the Trump. After following her home, the boys tie her up. Joe then telephones Nightingale, who then rescues Miss Davis. One of Joe’s gang gets in the villain's car unnoticed and hears that stolen goods are being moved to Ballard's Wharf but without seeing that it is Nightingale.
Joe then gets Wilkinson to create a Trump story that sends all the criminals to Ballard’s Wharf. Next day, Joe tells Nightingale the whole plan, but then realises he is the mastermind as his car number plate matches. Nightingale and Miss Davis review the latest Trump story and are amused at Joe’s attempt to capture them, that is until Nightingale realises Joe has caught him out by sending the crooks to Nightingale's own warehouse.
Joe goes to the warehouse and find the stolen furs but is disturbed by Nightingale. However, when the other crooks arrive, Nightingale doesn’t know the password as he never finished the latest comic story. He’s knocked unconscious by the crooks. Heading for Ballard's Wharf, the crooks are outnumbered by hundreds of boys who capture them. Nightingale tries to flee in a van, but Joe leaps aboard and causes it to crash. Nightingale runs into a bombed out building and after a fight with Joe, Nightingale falls through one of the many holes in the floor. Now sprawled out below, Joe jumps onto Nightingale, winding him completely just as the police arrive. The final scene returns to the same church choir session as at the film's beginning, but with many of the boys now sporting black eyes and bandages, war-wounds from their recent adventures."
drama,"Bill ""Stoker"" Thompson (Robert Ryan) is a 35-year-old has-been boxer about to take on an opponent at the fictional Paradise City Arena. His wife, Julie (Audrey Totter), fears that this fight may be his last and wants him to forfeit the match. Tiny (George Tobias), Stoker's manager, is sure he will continue to lose fights, so he takes money for a ""dive"" from a mobster, but is so certain of Stoker's failure that he does not inform the boxer of the set-up.
The beginning of the film shows Stoker and Julie in their room at the Hotel Cozy, passionately debating whether he should participate in the fight. Julie tells him that she has a headache and won't attend the match. Stoker claims the $500 prize could allow them to buy a cigar stand or invest in another boxer, Tony Martinez, and start a new life. Julie says she cares more about his well-being than money, but Stoker responds: ""If you're a fighter, you gotta fight.""
After Stoker departs for the arena, Julie continues to struggle with her fear and desire to support him, but ultimately ends up not using her ticket to the event and instead roams the streets surrounding the arena.
At the beginning of the fourth and last round of the vicious match with the much younger and heavily favored Tiger Nelson (Hal Fieberling), Stoker learns about the fix. Even though he is told that Little Boy (Alan Baxter), a feared gangster, is behind the set-up, he refuses to give up the fight.
Stoker wins the vocal support of blood-thirsty fans who had at first rooted against him and ends up defeating his opponent. He pays for his decision with a beating in an alley outside the arena from Little Boy, Tiger Nelson, and their cronies. The group irreparably damages Stoker's hand with a smash from a brick.
The story closes with Julie meeting Stoker as he staggers out of the alley and collapses into her arms. ""I won tonight,"" he tells her. ""Yes,"" she answers. ""You won tonight. We both won tonight."""
drama,"A band of friends go on a drunken, all-night spree, spending a night in a high-class San Francisco brothel."
comedy,"The film opens with a quick glimpse into the glamorous life of Broadway and the hubris often associated with its players. The film then shifts to the story of ""The Girl"" and ""The Boy,"" she an aspiring actress and he an unpublished playwright. They are both humble artists struggling to make it big, and each are behind in their rent at a boarding house run by a stern landlady and a large, thuggish ""bouncer."" Having romantic feelings for the girl, the boy gives her all of his money so she can pay the back rent. Now penniless, the boy must find different ways to elude the landlady and bouncer. He finally escapes the menacing duo by hopping into a moving car.
Later, the eager playwright sneaks into the theater where the girl works a chorus girl to try and sell his play to the manager. He is unsuccessful, and after being kicked out of the manager's office, he's physically thrown into the street. Meanwhile, the girl has been fired from the show, and as a consolation, accepts an offer from the handsome ""Stage-door Johnnie"" to accompany him to a posh nightclub.
The couple, followed by the boy, arrive at the Sky Limit Club, an underground gambling establishment. While searching for the girl inside the club, the boy accidentally starts winning at roulette when he unwittingly places some found money on the table. Just as he bankrupts the casino, the place is raided by the police. After a series of chases and clever maneuvers, the boy is able to evade the police and is reunited with the girl. The film ends with the two engaged in a romantic kiss.[2][6]"
drama,"Nakharam tells the story of a paan vendor Raghavan and his family. Janaki is his wife who sells pappads for a living, and they have a daughter who is in school. Raghavan finds himself at the cross roads when he is forced to give up his shop to help city development. He tries to make ends meet through other ways but unfortunately none of them help much. Raghavan gets attracted to other easy means to make money, and ultimately it leads to the destruction of his own family."
drama,"The story centers upon a starving, impoverished gamin who lost everything after a wicked millionaire tricked her into a marriage and impregnated her. The baby doesn't survive the ordeal and the poor girl ends up sheltered by a puritanical farm family. While there, she falls in love with the son.[1]"
drama,"The middle-aged Marquis de Sade arrives at his ancestral estate of La Coste, having escaped incarceration. In the theater at the castle, he meets his uncle, the Abbe, who persuades him to stay to watch an entertainment that has been prepared for him. The play is a parody of the Marquis' parents haggling with M. and Mme. Montreuil over the prospective marriage of their children, leading to a flashback in time to the actual negotiations.
The young Louis flees the proposed marriage to Mlle. Renée de Montreuil, but returns and marries her under threat of imprisonment. Louis would prefer Renée's younger sister Anne, finding Renée to be very frightened and cold to his charms. At an orgy with several young prostitutes, Louis begins to get very rough in his play and explains some of his philosophy to the women, leading to the first in a long series of imprisonments.
Released into the custody of his mother-in-law Mme. de Montreuil, Louis finds himself a prisoner in his own home. When Anne is sent away to a convent school, Louis begins liaisons first with his mother-in-law's protégé, Mlle. Collette, and then with an actress, La Beauvoisin, for whom he builds a theater at La Coste. The first play performed is for the benefit of the Abbe, who is chagrined to see that the performance is about his own misuse of the young boy Louis. In a flashback, the actual event is played out, the Marquis's later deeds and philosophy thus being given a cold-Freudian origin.
Louis proceeds through a series of flashbacks involving his father’s death, a mysterious and recurring old man, and the baptism day of one of Louis' own children, culminating in the scandal of Rose Keller, a widow whom he ties up and flagellates with a sword. Mme. de Montreuil is forced to pay Rose for her silence, and to send Louis back into exile at La Coste.
Louis continues to pursue Anne, and after an elaborate orgy where he is whipped into unconsciousness, he flees to Italy with the young woman. Returned to prison, Louis is tormented with visions of Mme. de Montreuil disowning Anne and his uncle the Abbe seducing her. Mme. de Montreuil visits him in prison, and tearfully tells him he has ruined her family and that he will remain imprisoned forever.
Back on the stage, a mock trial is held where the Marquis is accused of murdering Anne. The mysterious old man is present at the proceedings, and Anne herself appears to accuse Louis of her murder. Louis ruefully remembers Anne's death in Italy from the plague. An older Louis talks with Renée about their misfortunes and regrets, telling her he can find no meaning in life. At another drunken and destructive debauchery, Louis begins to see visions of Renee in the midst of his revel. The old man lies on his death bed in prison, crying out for Renee's forgiveness. It is revealed that the old man is the Marquis himself, following the young Marquis through his memories as he seeks his one moment of reality. Deciding to look one last time, the old man closes his eyes as the scene cuts back the middle-aged Marquis arriving at La Coste."
drama,"The film begins in the outskirts of rural New Mexico where an unconscious Frank Kavanaugh (Kilmer) is discovered by two local ranch hands. Suffering from a gunshot wound to the head, he is rushed to a nearby hospital in a small town called Black Point. Due to the extent of his injuries, Kavanaugh is placed in an intensive care unit under the care of a trauma nurse named Liz (Amy Smart). After regaining consciousness, Kavanaugh is interviewed by Sheriff Kolb (Shepard), however, because of his head injuries, he is unable to explain what has transpired due to a case of temporary amnesia. Given his condition, Kavanaugh is ordered to stay in the hospital for closer observation.
Much to their dismay, Sheriff Kolb and his deputies are unable to find any clues as to what might have happened to Kavanaugh. After a thorough search of the crime scene, Sheriff Kolb returns to the hospital to find that Kavanaugh, in a violent and confused state, is claiming to have knowledge of a possible assassination attempt on the president of the United States. Dr. Conway (Gil Bellows) persuades Kavanaugh to remain calm and later explains to Sheriff Kolb that his paranoia stems from a delusional side effect of the amnesia. Amongst the added confusion, Kavanaugh experiences a myriad of images that could be pure fantasy or actual pre-amnesiatic memories. The most vivid image, one in which a dark, shadowy figure is seen talking with a mysterious woman named Ms. K (Dunaway), hints at various details of a possible assassination attempt involving key government parties. However, because of Kavanaugh's deranged state, he is unable to differentiate between reality and fantasy.
Sheriff Kolb believes that there is some credibility to Kavanaugh's story and continues to question him. To further complicate matters for Kavanaugh, his fiancée, Chloe (Campbell), arrives at the hospital and makes arrangements for his immediate release. It is then revealed through Chloe that she and Kavanaugh are actually from Chicago and that Kavanaugh works for the IRS. She produces documentation that verifies Kavanaugh's employment with the government, and further explains to Sheriff Kolb that she and Kavanaugh were in New Mexico on vacation. She also produces a seaside photo of Kavanaugh and herself walking on a beach as further proof that she is his fiancée. Kavanaugh still strongly believes in an imminent attempt on the President's life and later calls the US Secret Service and warns them of an assassination plot that will occur in Black Point within the next few days. Distraught over his situation, Chloe convinces Kavanaugh to leave the hospital with her, and she drives him back to the motel they had checked into a few days earlier. Incidentally, recent news updates reveal that the President and his campaign team have been touring the Southwest and will arrive in New Mexico within the next few days.
As the President arrives and prepares to address the public, Kavanaugh attempts to follow what evidence he has to warn the authorities and avert the assassination. While he views the President from a nearby building, he discovers a set of sniper's equipment, including a rifle, which he instinctively assembles. Taking aim out of the window, he sights the President through the scope of the rifle, and realizes that he, in fact, is the assassin, and that his flashbacks are of all the preparation leading up to the date of the event. He notices another assassin taking aim at the President with his sniper rifle from the other side. Understanding that he has the power to change the course of events, Kavanaugh aims at the other assassin through his scope and shoots him, killing him and averting the assassination."
drama,"Jack Leary and his younger brother Dylan start over in Oakland, California in 1972 following the death of their mother Elizabeth. The boys live with their father John, who entertains late-night horror film audiences as Midnight Shriek host-commentator ""Al Gory."" John has a drinking problem that disrupts the smooth running of the household. Some parental duties fall to Jack, who takes Dylan to his first day of preschool. One of the Learys' neighbors, a young man named Norman Strick, who walks with a cane due to a car accident as a teen, is an anti-social neo-Nazi who feels the neighborhood is going downhill.
Jack has a love affair with his classmate Karen Morris. Jack's friend and next door neighbor Dexter, who comes from a broken home with his grandparents, begins suffering a downward spiral after his grandmother died while becoming acquainted with Norman. On Halloween, having given Dexter a Nazi costume, Norman approaches John to ask for a donation for a racially prejudiced candidate. During an airing of Invasion of the Body Snatchers, a drunken John interrupts the movie and mimics the racially charged beliefs of Norman while naming the candidate.
The next day, Jack is woken when Norman's golden retriever Cheyenne dies on their front lawn from poisoning, John apologizes for his actions on television while giving his condolences despite Norman refusing to shake his hand. Backlash from John's previous actions on his show jeopardizes his job and endangers Jack's relationship with Karen. Taking out his anger on Dylan and leaving him with Dexter, Jack learns that his brother was taken by Norman. Jack calls the police as he and John are extremely worried until Dylan is found in a nearby forest a few days later and taken to the hospital, traumatized by the ordeal of being left to die in the wilderness to the point of being rendered mute.
Three days later, bringing Dylan home with Norman not seen for days, John begins getting agitated to the point of taking out his frustration at the Strick home with a bat, terrorizing the Stricks for their son's whereabouts before destroying Norman's beloved T-Bird. Fearing for his current state of mind, John lets his in-laws take the boys to their home in Los Angeles as he decides to shape up. Jack sneaks back to Oakland and falls asleep watching The Wolf Man. By the time John arrives home, Norman cuts the power as he sneaks into the house. Stirred awake by the outage, Jack is aware that someone intruded but accidentally knocks John out with a bat. Found by Norman, Jack runs upstairs and out the bathroom window to a branch of a nearby tree with Norman in pursuit as John regains consciousness. However, chased up to the higher point of the tree, Jack watches Norman losing his grip and falling into the backyard behind the Leary house where he is mauled to death by the neighbor's Doberman Pinschers. Soon after, as Norman's parents move away, Dylan returns home while John gets his job back with his show now airing more comical horror films like Abbott and Costello.
One afternoon, the neighborhood children all appear and ask if John will play one of his monster games with them as usual. After his experiences with Norman, John tells the children he won't play the monster game anymore. When they ask him why, John sees Dexter smoking a cigarette while realizing he's going down a dark path. John looks to the children that there are real monsters out there, but he promises to play a better game with them. Later finding Jack playing his mother's lullaby on the piano while getting Dylan to say the lullaby's title, John tries to comfort his son when he breaks down crying. As John gives Jack and himself closure, the two embrace Dylan after he says the title of Elizabeth's lullaby: ""Jack the Bear."" The next day, with their lives beginning to return to normal, John watches his sons playing in the front yard."
comedy,"The movie stars small-time hustler Elmo, and his best friend 'Stand-Up' Stevie, a used car dealer with questionable ethics. Stevie finds himself in trouble when he sells a counterfeit gold watch to biker Russian Tony. To buy his way out, Stevie agrees to do a job for local hood 'Bondi Bob' McLean. All he has to do is fly to Melbourne to pick up some stolen jewels in a briefcase.[2]
When Stevie and Elmo arrive to collect the briefcase, a gunfight breaks out. The pair escape, but in the confusion, leave with the wrong briefcase - one belonging to Peter Cho, a Chinatown villain with a deadly reputation. The briefcase contains a rare go-fast potion said to turn any average horse into a race winner. The only thing to do is trade off with Cho."
comedy,"Best friends for life, gym teacher Mike O'Hara (Daniel Stern) and plumber Jimmy Flaherty (Dan Aykroyd) are united by their love of Boston and its sports teams, especially the Boston Celtics, who are playing their last season in the old Boston Garden. When the Celtics drop Game 6 of the NBA Finals to the Utah Jazz, setting up a deciding Game 7 in Boston, Mike and Jimmy find themselves depressed and hopeless. On top of all this, Mike has moved back in with Jimmy after his wife Carol, fed up with his unhealthy obsession with the Celtics, left him and took their son Tommy with her. Jimmy and Mike stumble upon the Jazz's selfish, one-man-show shooting guard Lewis Scott (Damon Wayans) at a Boston nightclub. Hoping at first to get him drunk enough so he'll be hungover for Game 7, Mike and Jimmy pose as Utah fans. This however leads to them running into their idol Larry Bird (as himself), who scolds them for being what he thinks are ""fair weather"" fans. However, the pair get more than they bargained for when the next morning they end up kidnapping Scott after he wakes up at Jimmy's apartment. The two decide to hold Scott until after the game, reasoning that if they are going to prison, they might as well help the Celtics win in the meantime.
Scott's streetwise, arrogant ways contrast with Jimmy and Mike's bumbling blue-collar lifestyle. He derides them for being washed-up losers, and insinuates Mike is only after him because he is jealous of Scott's fame and ability. Mike, on the other hand, berates Scott for his behavior on and off the court, including starring in a campy Oscar Mayer hot dog commercial and skipping practices. Scott attempts to turn Jimmy against Mike, and, when this fails, escapes, only to be foiled by an antagonistic cabbie and a local cop, Kevin (Paul Guilfoyle), both fellow Celtics fans.
Ultimately, Mike challenges Scott to a game of one-on-one and the pair is incapacitated well before the final game is set to begin. Before he runs off, Scott presents the pair with a dilemma, they must root for him and hope the Jazz win, otherwise he will turn them both in to the police. Mike reconciles with his wife and son, knowing he might be going to prison, and Jimmy says goodbye to his grandmother. At the game, the two convince the other Celtics fans they are only pretending to root for the Jazz, and the first half ends with the Celtics leading. Mike, who knows the Jazz are losing because Scott refuses to pass the ball, gives him a pep talk from the stands, and Utah closes the gap to one point with a little over 7 seconds remaining. With one play left and the Jazz with the ball, Mike and Jimmy choose life over the Celtics, rooting for Utah and rushing the court after they win. Approached by Kevin who earlier ignored his cries for help, Lewis denies Mike and Jimmy committed the kidnapping, saving them from prison.
A few months later, Mike has promised his wife he would never interfere with an NBA Finals game again. But now it's football season. He and Jimmy sneak into the hotel room of Deion Sanders at 3:00 a.m."
comedy,"Two Americans in Paris (Allen & Rossi) are reluctantly recruited by the Good Guys Institute (GGI) led by J. Frederick Duval (John Williams) to thwart the plans of the evil crime and espionage organisation THEM led by Zoltan Schubach (Theo Marcuse). THEM has plans to steal priceless international art treasures, most notably the Venus de Milo.
In addition to the then popular spy film genre, the film spoofs many other items of the day such as cigarette commercials."
drama,"It is about an ex-soldier who reunites his old army buddies in order to get revenge on a Colombian dictator who killed his old friend, a freedom fighter."
comedy,"U.S. Marine Corps Major Benson Winifred Payne, a hardened Marine, returns from a violent but successful drug raid in South America, only to find out that he was once again not promoted to lieutenant colonel. Payne receives an honorable discharge on the grounds that ""the wars of the world are no longer fought on the battlefield"", and that his military skills are no longer needed.
After he leaves the military, Payne finds life as a civilian unbearable and reaches his breaking point. To help adjust, he applies for a job as a police officer; however, during the test to see how applicants handle domestic violence disputes, he overreacts and repeatedly slaps the man who hit his wife in the scenario. Payne is put into jail on charges of assault. His former general visits him and informs Payne that he has secured a job for him that will get him back in the military.
Payne arrives at Madison Preparatory School in Virginia, and is informed by the principal that his job is to train the Junior Reserve Officers' Training Corps ""green boys"", a disorderly group of delinquents and outcasts who have placed last in the Virginia Military Games eight years running. When Payne sees his company, he immediately tells them that, under his direction, they will win the games at all costs, regardless of their various shortcomings: being overweight, sickly, deaf, cross-eyed, orphaned, or from a dysfunctional home. Afterward, he shaves all their heads bald.
Payne also meets and clashes with Emily Walburn, the Academy counselor who tries to soften Payne's discipline with understanding and feelings, especially towards six-year-old orphan Tiger.
Payne's training and punishments are harsh, which force the cadets to execute a series of failed schemes to get rid of Payne. Things come to a head when Payne offers them the chance to get rid of him - if they get the Military Games trophy he will resign voluntarily, so the boys sneak into rival Wellington Academy to steal it, except Dotson (who is transferring schools) and Tiger (who is considered too young). However, Payne places an ""anonymous call"" to Wellington, leading to the boys being ambushed by their rivals.
Outside of the academy, Payne bonds with Emily and Tiger. Returning to the Academy, Payne is confronted by lead misfit Alex Stone (Steven Martini) about his deception, but Payne claims it was to show them what the real prize was. With their desire to honestly earn the trophy added to their desire to be rid of Payne, the boys begin to train hard to win. When Stone's alcoholic, obnoxious stepfather appears unannounced and harasses Alex, Major Payne orders him away, granting Payne an iota of respect with the cadets.
Payne is asked to return to the Marines to fight in Bosnia, but his deployment means he will miss the Military Games and disappoint the boys and Emily. As he waits for his train, he sees a vision of himself barbecuing in a front yard with Emily and Tiger, prompting him to realize that he was falling in love with Emily and developing a closeness to Tiger.
At the games, the boys are holding their own until Dotson, now a Wellington cadet, trips up Alex during the race, spraining his ankle and rendering him unable to lead the drill. This also incites a rumble between the teams that threatens to disqualify Madison after Williams hits Dotson in the face in retribution for Alex's injury. However, Payne gives up his commission and shows up at the last minute, smooths things over with the referees and appoints Tiger to lead the cadence. The group executes an unorthodox but entertaining routine which wins them the trophy.
On the first day of the new school year, Payne resumes being an instructor, having married Emily and adopted Tiger. Stone resumes his role as a squad leader. He has softened quite a bit, telling the new recruits he's not only their commanding officer, but also their friend. When a new, disrespectful blind cadet shows up with his service dog, Payne shaves both him and his dog bald with his ""field knife,"" and laughs."
drama,"The story is set in Glasgow, Scotland near the banks of the River Clyde. After completing the construction of the ship RFA Mounts Bay, Frank Redmond (played by Peter Mullan) and a few of his co-workers are laid off from the shipyards after 36 years service. This, along with his grief still suffered over the drowning of one of his sons many years ago, plummets Frank into a deep depression. He gets on well with his wife, Joan (Brenda Blethyn), but their relationship is distant. His other son, Rob (Jamie Sives), is a devoted house husband who looks after his twin sons, while his wife, Angela (Jodhi May) works full-time at the local Jobcentre. Rob has a troubled relationship with his father, feeling the guilt of being the 'surviving' son.
After a violent panic attack, Frank realizes that he needs some focus in his life, and, after a booze cruise along the English Channel, decides to focus his efforts on swimming across it. Frank trains with the help of friend and local chip shop owner Chan (Benedict Wong) and former co-workers Danny (Billy Boyd), Eddie (Sean McGinley) and Norman (Ron Cook) until he feels he is fit and ready for the attempt. A successful crossing alleviates the family tensions."
drama,"The film begins at Pete and Dolly's, a small roadside diner/tavern in sleepy upstate New York, where thirty-something Victor (Pruitt Taylor Vince) is a cook employed by his mother, Dolly (Shelley Winters), the owner of the restaurant. Dolly spends most of her time sitting in a chair in the back of the kitchen, reminiscing about her late husband and antagonizing waitress Delores (Deborah Harry), a lonely woman who has worked at the restaurant for fifteen years, and also had a meaningless affair with Dolly's husband.
The routine and rhythm of the restaurant is changed when Dolly hires a new waitress, Callie (Liv Tyler). She is sweet and soft-spoken, and a college drop out. She catches the eye of the painfully shy, overweight Victor. Callie's presence complicates the lives of the rest of the employees, and even some of the local regulars, such as Leo (Joe Grifasi), an alcoholic friend of Delores and long-time customer of Dolly's.
Throughout the film, Victor, who is so shy he can hardly communicate with Callie, develops a crush on her, despite her already having a boyfriend. Callie, impressed by Victor's cooking, suggests he attend the ""fancy"" cooking school across the river—the Culinary Institute of America—a thought which is considered by Victor but dismissed by both his mother and Delores. Victor subtly vies for Callie's attention, but her feelings for him are of a platonic nature. Nonetheless, she finds companionship in him.
Meanwhile, Dolly depends on Victor greatly, as he still lives at home with her and takes care of the household work and shopping. Eventually Dolly's health begins to decline, and she is hospitalized after suffering a heart attack. After several weeks, when Callie demands to see Dolly, Victor takes her to the local cemetery where Dolly has been buried. Victor had not told anyone at the restaurant of his mother's death, fearing that it would ""change things."" Callie breaks down crying, and doesn't return for her following shift at the restaurant.
Victor's issues of self-esteem, stemming from his weight and the revelation of his mother's death come to surface several nights later at the restaurant, when Callie arrives after closing to collect her check and say goodbye. He asks for her to come and visit occasionally and she agrees—she plans on going back home and returning to college. The film ends with a slightly more confident Victor at the local grocery mart, chatting with a female cashier who appeared throughout the film."
drama,"Arctic prospector Jack McCann (Gene Hackman), after 15 years of solitary searching, becomes one of the world's wealthiest men when he literally falls into a mountain of gold in 1925. Twenty years later in 1945, he lives in luxury on a Caribbean island that he owns. But his wealth brings him no peace of mind as he copes with Helen (Jane Lapotaire), his bored, alcoholic wife; Tracy (Theresa Russell), his headstrong daughter who has married Claude Van Horn (Rutger Hauer) a dissolute, philandering social-climber; and Miami mobsters led by Aurelio D'Amato (Mickey Rourke), who want his island to build a casino. His life is entangled with the obsessions of those around him with greed, power, and debauchery against a background of occult symbolism.
When Jack is brutally murdered by unseen mob associates, his son-in-law, Claude, is arrested for the crime and put on trial, which takes place during most of the second part of the film. With circumstantial evidence and due to Jack's long list of enemies, the prosecution fails to prove its case against Claude, and he is acquitted. Claude leaves the island with Tracy shortly thereafter, and Jack McCann's murder remains unsolved."
